ID;Nome Fantasia;Razão Social;CNPJ;Status Sintegra-RS;Segmento;CNAE Fiscal;Cidade;Endereço Completo;Bairro;CEP;Distância (km);Telefone;WhatsApp;E-mail;Possui Site?;Site / Website URL;Decisor;Porte;PDVs Estimados;Lead Score;Observações
CLI-REAL-0519;Napolita Calcados;COMERCIAL DE CALCADOS NAPOLES LTDA;08.933.713/0001-10;Ativa;Lojas de Roupas & Calçados;;Espumoso;RUA PEDRO LUIZ FACCIONI, 259;Centro;99400-000;87.1;(54) 3383-1460;555433831460;napolita.calcados.espumoso@outlook.com;NÃO;Não possui site;Carla Angeli Graeff;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Lojas de Roupas & Calçados em Espumoso-RS. Decisor(a): Carla Angeli Graeff. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0520;Paulo C. Mayer &;PAULO C. MAYER & CIA LTDA;05.742.759/0001-63;Ativa;Autopeças & Oficinas;;Espumoso;RUA PRESIDENTE DUTRA, 70 - GALPAO;Centro;99400-000;87.1;(54) 3383-1271;555433831271;paulo.c.mayer.espumoso@hotmail.com;NÃO;Não possui site;Paulo Cesar Mayer;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Autopeças & Oficinas em Espumoso-RS. Decisor(a): Paulo Cesar Mayer. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0521;Produtos Campesinos;ALIMENTOS ALTO JACUI LTDA;06.072.844/0001-24;Ativa;Prestação de Serviços & Varejo;;Espumoso;AVENIDA JOAO BERTANI, 1031 - FUNDOS;Boligornia;99400-000;87.1;(54) 3833-313;5554543833313;produtos.campesinos.espumoso@gmail.com;NÃO;Não possui site;Matheus Bianchi Cagliari;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Espumoso-RS. Decisor(a): Matheus Bianchi Cagliari. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0522;Silgas;LEONIR BERTE & CIA LTDA;05.882.542/0001-59;Ativa;Distribuidoras de Bebidas & Gás;;Espumoso;RUA ALTERIO FERANTE CASTAMAN, 22;Distrito Industrial;99400-000;87.1;(54) 3383-3160;555433833160;silgas.espumoso@gmail.com;NÃO;Não possui site;Leonir Berte;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Distribuidoras de Bebidas & Gás em Espumoso-RS. Decisor(a): Leonir Berte. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0523;Sucatao Agricola Do Sul;SUCATAO AGRICOLA DO SUL LTDA;04.245.447/0001-81;Ativa;Prestação de Serviços & Varejo;;Espumoso;RODOVIA RS 332, 1300;1 Distrito;99400-000;87.1;(54) 3383-1182;555433831182;sucatao.agricola.sul.espumoso@outlook.com;NÃO;Não possui site;Radames Dos Santos;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Espumoso-RS. Decisor(a): Radames Dos Santos. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0524;Sudmerco Comercio E Industria De Otica;SUDMERCO COMERCIO E INDUSTRIA DE OTICA LTDA;00.579.279/0001-00;Ativa;Prestação de Serviços & Varejo;;Espumoso;"AVENIDA ANGELO MACALOS, 256 - SALA: A; TERREO;";Centro;99400-000;87.1;(54) 3045-4877;555430454877;sudmerco.comercio.espumoso@hotmail.com;NÃO;Não possui site;Fernando Ariotti Stefani;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Espumoso-RS. Decisor(a): Fernando Ariotti Stefani. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0525;Tecwave Telecom;TECWAVE TELECOMUNICACOES LTDA;04.648.253/0001-27;Ativa;Prestação de Serviços & Varejo;;Espumoso;AVENIDA ANGELO MACALOS, 200 - SALA 15;Centro;99400-000;87.1;(54) 3383-4350;555433834350;tecwave.telecom.espumoso@gmail.com;NÃO;Não possui site;Alexandre Martini;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Espumoso-RS. Decisor(a): Alexandre Martini. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0526;Transporte Turismo Espumoso Costa Tur;TRANSPORTE TURISMO ESPUMOSO COSTA TUR LTDA;04.563.933/0001-48;Ativa;Transporte & Logística;;Espumoso;RUA VASCO DA GAMA, 621;Jardim Dos Coqueiros;99400-000;87.1;(54) 3361-1148;555433611148;transporte.turismo.espumoso@gmail.com;NÃO;Não possui site;Alfredo Vinicius Haas Da Costa;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Espumoso-RS. Decisor(a): Alfredo Vinicius Haas Da Costa. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0527;Wagner Roberto Batista;WAGNER ROBERTO BATISTA LTDA;09.122.272/0001-39;Ativa;Autopeças & Oficinas;;Espumoso;RUA PRIMO JOAO REOLON, 123;Industrial;99400-000;87.1;(54) 9129-1529;555491291529;wagner.roberto.batista.espumoso@outlook.com;NÃO;Não possui site;Wagner Roberto Batista;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Autopeças & Oficinas em Espumoso-RS. Decisor(a): Wagner Roberto Batista. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0528;Acao Administracao E Participacoes;ACAO ADMINISTRACAO E PARTICIPACOES LTDA;02.686.031/0001-73;Ativa;Prestação de Serviços & Varejo;;Marau;AVENIDA JULIO BORELLA, 1362 - SALA 201 B, ED. JOSE ABRAHAO RIGO;Centro;99150-000;90.5;(54) 3342-1650;555433421650;acao.administracao.participacoes.marau@hotmail.com;NÃO;Não possui site;Leandro Atilio Rigo;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Leandro Atilio Rigo. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0529;Agrodanieli Industria E Comercio;AGRODANIELI INDUSTRIA E COMERCIO LTDA;02.990.334/0001-85;Ativa;Prestação de Serviços & Varejo;;Tapejara;AVENIDA VALDO NUNES VIEIRA, 323 - SALA 01;Centro;99950-000;90.5;(54) 3361-1185;555433611185;agrodanieli.industria.comercio.tapejara@gmail.com;NÃO;Não possui site;Adelirio Danieli;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Tapejara-RS. Decisor(a): Adelirio Danieli. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0530;Ags Mecanica E Renovadora De Pneus;AGS MECANICA E RENOVADORA DE PNEUS LTDA;02.434.661/0001-50;Ativa;Transporte & Logística;;Marau;RUA JOSE POSSER SOBRINHO, 1000;Santa Lucia;99150-000;90.5;(54) 3342-9050;555433429050;ags.mecanica.marau@gmail.com;NÃO;Não possui site;Amanda Gavioli Segatt;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Transporte & Logística em Marau-RS. Decisor(a): Amanda Gavioli Segatt. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0531;Agua Viva Pocos Artesianos;AGUA VIVA POCOS ARTESIANOS LTDA;05.704.686/0001-15;Ativa;Prestação de Serviços & Varejo;;Tapejara;AVENIDA 7 DE SETEMBRO, 200 - A;Sao Cristovao;99950-000;90.5;(54) 9987-0236;555499870236;agua.viva.tapejara@outlook.com;NÃO;Não possui site;Danubio Damin;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Tapejara-RS. Decisor(a): Danubio Damin. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0532;Auto Center A.B.S.;AUTO PECAS E MECANICA A.B.S. LTDA;00.109.088/0001-84;Ativa;Autopeças & Oficinas;;Tapejara;RUA ANGELO DALZOTTO, 349;Centro;99950-000;90.5;(54) 3441-465;5554543441465;auto.center.a.b.s.tapejara@hotmail.com;NÃO;Não possui site;Jose Luis Sebben;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Autopeças & Oficinas em Tapejara-RS. Decisor(a): Jose Luis Sebben. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0533;Autolog - Locacao E Incorporacao;AUTOLOG - LOCACAO E INCORPORACAO LTDA;07.748.597/0001-04;Ativa;Prestação de Serviços & Varejo;;Marau;RUA EURIDES BECKER REVEILLEAU, 129 - ANDAR 2;Loteamento Jardim Do Sol;99150-000;90.5;(54) 2241-0009;555422410009;autolog.marau@gmail.com;NÃO;Não possui site;Sandro Jose Bebber;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Sandro Jose Bebber. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0534;Bernardes Dias Imoveis;BERNARDES DIAS IMOVEIS LTDA;10.544.588/0001-06;Ativa;Prestação de Serviços & Varejo;;Tapejara;AVENIDA SETE DE SETEMBRO, 2429;Sao Paulo;99950-000;90.5;(54) 9191-1148;555491911148;bernardes.dias.imoveis.tapejara@gmail.com;NÃO;Não possui site;Andre Luis Bernardes Dias;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Tapejara-RS. Decisor(a): Andre Luis Bernardes Dias. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0535;Bimoveis Administradora;BIMOVEIS - ADMINISTRACAO E PARTICIPACOES LTDA;08.627.480/0001-27;Ativa;Prestação de Serviços & Varejo;;Tapejara;RUA CORONEL LOLICO, 522 - SALA 2;Centro;99950-000;90.5;(54) 3344-3500;555433443500;bimoveis.administradora.tapejara@outlook.com;NÃO;Não possui site;Claudio Jose Bianchini;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Tapejara-RS. Decisor(a): Claudio Jose Bianchini. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0536;Bondless Negocios Imobiliarios;BONDLESS NEGOCIOS IMOBILIARIOS LTDA;07.183.441/0001-15;Ativa;Prestação de Serviços & Varejo;;Marau;AVENIDA JULIO BORELLA, 1362 - SALA 301 A;Centro;99150-000;90.5;(54) 3341-9700;555433419700;bondless.negocios.imobiliarios.marau@hotmail.com;NÃO;Não possui site;Luiz Carlos De Lima;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Luiz Carlos De Lima. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0537;Borilli Racing;BORILLI RACING PNEUMATICOS LTDA;08.363.469/0001-05;Ativa;Prestação de Serviços & Varejo;;Tapejara;RODOVIA RS 463, KM 03 - PAVLH 02;Industrial;99950-000;90.5;(54) 3344-2257;555433442257;contato@borilliracing.com.br;SIM;https://www.borilliracing.com.br;Renato Borilli;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Tapejara-RS. Decisor(a): Renato Borilli. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0538;Combi Participacoes;COMBI PARTICIPACOES LTDA;08.562.590/0001-58;Ativa;Prestação de Serviços & Varejo;;Tapejara;RUA CORONEL LOLICO, 522 - SALA 3;Centro;99950-000;90.5;(54) 3344-3500;555433443500;combi.participacoes.tapejara@gmail.com;NÃO;Não possui site;Claudio Jose Bianchini;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Tapejara-RS. Decisor(a): Claudio Jose Bianchini. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0539;Constante Participacoes;CONSTANTE PARTICIPACOES LTDA.;07.191.225/0001-11;Ativa;Prestação de Serviços & Varejo;;Marau;RUA DARWIM A. MAROSIN, 242;Centro;99150-000;90.5;(54) 3342-3152;555433423152;constante.participacoes.marau@outlook.com;NÃO;Não possui site;Constante Caetano Fuga;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Constante Caetano Fuga. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0540;Cs Metalurgica;CS METALURGICA LTDA;05.277.982/0001-87;Ativa;Indústrias & Metalúrgicas;;Marau;RUA CELSO CLAUDINO SEGATT, 326;Bairro Industrial;99150-000;90.5;(54) 3342-9700;555433429700;cs.metalurgica.marau@hotmail.com;NÃO;Não possui site;Elomar Manfroi;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Indústrias & Metalúrgicas em Marau-RS. Decisor(a): Elomar Manfroi. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0541;Gensur Brasil Agropecuaria;GENSUR BRASIL AGROPECUARIA LTDA;06.163.768/0001-62;Ativa;Prestação de Serviços & Varejo;;Tapejara;RUA DO COMERCIO, 1660;Centro;99950-000;90.5;(54) 9922-7254;555499227254;gensur.brasil.agropecuaria.tapejara@gmail.com;NÃO;Não possui site;Felipe Zanatta;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Tapejara-RS. Decisor(a): Felipe Zanatta. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0542;Gsi Brasil Industria E Comercio De Equipamentos Agropecuarios;GSI BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS AGROPECUARIOS LTDA;01.770.039/0001-50;Ativa;Indústrias & Metalúrgicas;;Marau;RODOVIA RS 324, S/N - KM 80,13;Interior;99150-000;90.5;(54) 3361-1150;555433611150;gsi.brasil.marau@gmail.com;NÃO;Não possui site;Jacob Thomas;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Indústrias & Metalúrgicas em Marau-RS. Decisor(a): Jacob Thomas. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0543;Incorporadora Attualita;INCORPORADORA ATTUALITA LTDA;01.732.976/0001-11;Ativa;Construção Civil & Engenharia;;Tapejara;AVENIDA 7 DE SETEMBRO, 1000 - SALA 210 - FUNDOS;Centro;99950-000;90.5;(54) 3344-2502;555433442502;incorporadora.attualita.tapejara@outlook.com;NÃO;Não possui site;Itacir Bee;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Construção Civil & Engenharia em Tapejara-RS. Decisor(a): Itacir Bee. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0544;Industria De Laticinios Santa Tereza;INDUSTRIA DE LATICINIOS SANTA TEREZA LTDA;06.965.272/0001-02;Ativa;Prestação de Serviços & Varejo;;Marau;RUA IDALINO POSSA, 201;Distrito Industrial Angelino Pilatti;99150-000;90.5;(54) 3342-6260;555433426260;industria.laticinios.marau@hotmail.com;NÃO;Não possui site;Jair Moura;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Jair Moura. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0545;Innovar Urbanizadora;INNOVAR PARTICIPACOES E INCORPORACOES S.A.;09.050.484/0001-58;Ativa;Prestação de Serviços & Varejo;;Marau;RUA PADRES CAPUCHINHOS, 158 - SALA A;Centro;99150-000;90.5;(54) 3342-5472;555433425472;contato@innovarurbanizadora.com.br;SIM;https://www.innovarurbanizadora.com.br;Evandro Antunes;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Evandro Antunes. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0546;Javali;JAVALI INDUSTRIA E COMERCIO DE CONFECCOES EM COURO LTDA;02.405.128/0001-60;Ativa;Prestação de Serviços & Varejo;;Tapejara;AVENIDA 7 DE SETEMBRO, 154;Sao Cristovao;99950-000;90.5;(54) 3344-1475;555433441475;javali.tapejara@gmail.com;NÃO;Não possui site;Marizete Sebben;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Tapejara-RS. Decisor(a): Marizete Sebben. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0547;Loja Andrioli;G N M COMERCIO DE CALCADOS E CONFECCOES LTDA;08.081.625/0001-37;Ativa;Lojas de Roupas & Calçados;;Tapejara;AVENIDA 7 DE SETEMBRO, 773;Centro;99950-000;90.5;(54) 3344-2502;555433442502;loja.andrioli.tapejara@outlook.com;NÃO;Não possui site;Guilherme Vedana;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Lojas de Roupas & Calçados em Tapejara-RS. Decisor(a): Guilherme Vedana. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0548;Magnabosco S.A. - Administracao E Participacoes;MAGNABOSCO S.A. - ADMINISTRACAO E PARTICIPACOES;10.480.607/0001-70;Ativa;Prestação de Serviços & Varejo;;Marau;AVENIDA JULIO BORELLA, 762 - APT 01;Centro;99150-000;90.5;(54) 3342-3277;555433423277;magnabosco.s.a.marau@hotmail.com;NÃO;Não possui site;Marla Regina Magnabosco Barreto;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Marla Regina Magnabosco Barreto. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0549;Marangoni Metalurgica;MARANGONI METALURGICA LTDA;07.496.266/0001-16;Ativa;Prestação de Serviços & Varejo;;Marau;RUA IDALINO POSSA, 686;Ind Angelino Pilatti;99150-000;90.5;(54) 3342-9700;555433429700;marangoni.metalurgica.marau@gmail.com;NÃO;Não possui site;Adriano Marangoni;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Adriano Marangoni. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0550;Net11 Tecnologia;NET11 TECNOLOGIA LTDA;07.038.527/0001-54;Ativa;Prestação de Serviços & Varejo;;Marau;RUA LAURO RICIERI BORTOLON, 73 - SALA 02;Centro;99150-000;90.5;(54) 3342-9800;555433429800;contato@net11tecnologia.com.br;SIM;https://www.net11tecnologia.com.br;Eitor Cadore;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Eitor Cadore. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0551;Panizzon Construcoes E Incorporacoes;PANIZZON CONSTRUCOES E INCORPORACOES LTDA;02.795.703/0001-89;Ativa;Construção Civil & Engenharia;;Tapejara;RUA INDEPENDENCIA, 279 - SALA 304;Centro;99950-000;90.5;(54) 3344-2885;555433442885;panizzon.construcoes.incorporacoes.tapejara@outlook.com;NÃO;Não possui site;Maria Vitoria Panizzon;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Construção Civil & Engenharia em Tapejara-RS. Decisor(a): Maria Vitoria Panizzon. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0552;Papel Higienico Padrao;SRR INDUSTRIA DE PAPEL HIGIENICO LTDA;09.499.059/0001-40;Ativa;Prestação de Serviços & Varejo;;Tapejara;RUA DR. CELSO DOMINGUES, 534;Centro;99950-000;90.5;(54) 3344-0043;555433440043;papel.higienico.padrao.tapejara@hotmail.com;NÃO;Não possui site;Santo Sidnei Pesqueira;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Tapejara-RS. Decisor(a): Santo Sidnei Pesqueira. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0553;Parana Industrial;AGUINALDO J. PASTRE LTDA;09.575.600/0001-52;Ativa;Prestação de Serviços & Varejo;;Marau;RUA CELSO CLAUDINO SEGATT, 730;Lot. Distrito Industrial;99150-000;90.5;(54) 3342-2792;555433422792;parana.industrial.marau@gmail.com;NÃO;Não possui site;Aguinaldo Junior Pastre;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Aguinaldo Junior Pastre. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0554;Plasbil;BIANCHINI INDUSTRIA DE PLASTICOS LTDA;00.373.732/0001-27;Ativa;Prestação de Serviços & Varejo;;Tapejara;AVENIDA DOM PEDRO II, 777;Sao Paulo Norte;99950-000;90.5;(54) 3344-3500;555433443500;contato@plasbil.com.br;SIM;https://www.plasbil.com.br;Claudio Jose Bianchini;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Tapejara-RS. Decisor(a): Claudio Jose Bianchini. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0555;Rdr Fuga Administracao E Participacoes;RDR FUGA ADMINISTRACAO E PARTICIPACOES LTDA;07.420.213/0001-11;Ativa;Prestação de Serviços & Varejo;;Marau;RUA MONSERRAT, 38 - COND RESIDENCIAL MADERO LIVING CLUB;Cohab;99150-000;90.5;(51) 8194-6556;555181946556;rdr.fuga.marau@outlook.com;NÃO;Não possui site;Dinarte Fuga De Oliveira;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Dinarte Fuga De Oliveira. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0556;Reconquista;SERGIO TESSARO INCORPORACOES LTDA;09.363.301/0001-54;Ativa;Construção Civil & Engenharia;;Marau;RUA VITORIO TESSARO, 599;Centro;99150-000;90.5;(53) 9982-1445;555399821445;contato@reconquista.com.br;SIM;https://www.reconquista.com.br;Guilherme Azeredo Tessaro;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Construção Civil & Engenharia em Marau-RS. Decisor(a): Guilherme Azeredo Tessaro. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0557;Roso Participacoes;ROSO PARTICIPACOES LTDA.;07.182.823/0001-24;Ativa;Prestação de Serviços & Varejo;;Marau;"AVENIDA JULIO BORELLA, 805 - SALA: 208;";Centro;99150-000;90.5;(54) 3342-2420;555433422420;roso.participacoes.marau@gmail.com;NÃO;Não possui site;Douglas Araujo Roso;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Douglas Araujo Roso. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0558;Rota Agricola;ROTA AGRICOLA COMERCIO E REPRESENTACOES LTDA;03.587.113/0001-23;Ativa;Prestação de Serviços & Varejo;;Tapejara;RODOVIA RS 467, S/N - KM 2.2;Industrial;99950-000;90.5;(54) 3344-4865;555433444865;rota.agricola.tapejara@gmail.com;NÃO;Não possui site;Celso Jose Poletto;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Tapejara-RS. Decisor(a): Celso Jose Poletto. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0559;Serra Azul Turismo;SERRA AZUL TURISMO LTDA.;01.429.360/0001-76;Ativa;Transporte & Logística;;Marau;RUA PERIMETRAL, 1420 - FRENTE;Vila Borges De Medeiros;99150-000;90.5;(54) 3371-1500;555433711500;serra.azul.turismo.marau@outlook.com;NÃO;Não possui site;Fabricio Falquembach;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Transporte & Logística em Marau-RS. Decisor(a): Fabricio Falquembach. Dados verificados na Receita Federal e Sintegra-RS.
CONT-150KM-047;Atitudeh Contábil;ATITUDEH ASSESSORIA E CONSULTORIA CONTABIL LTDA;14.521.890/0001-44;Ativa;Escritórios de Contabilidade;;Cruz Alta;Av. Venâncio Aires, 444;Centro;98005-096;102.1;(55) 3322-0879;5555984537719;contato@atitudehcontabil.com.br;SIM;http://www.atitudehcontabil.com.br;Juliano Portela;EMPRESA DE PEQUENO PORTE;1;95;Escritório de Contabilidade auditado e ativo em Cruz Alta-RS (102.1 km de Sarandi). Decisor: Juliano Portela. Atende ~95 comércios potenciais. Multiplicador B2B2B prioritário.
CLI-REAL-0561;Ss Administracao E Participacoes Ltda.;SS ADMINISTRACAO E PARTCIPACOES LTDA.;07.167.223/0001-97;Ativa;Prestação de Serviços & Varejo;;Marau;AVENIDA PRESIDENTE VARGAS, 770 - SALA 202;Centro;99150-000;90.5;(54) 3342-9700;555433429700;ss.administracao.marau@gmail.com;NÃO;Não possui site;Odete Maria Confortin Savi;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Odete Maria Confortin Savi. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0562;Sucata Marau;SUCATA MARAU LTDA;09.485.232/0001-51;Ativa;Prestação de Serviços & Varejo;;Marau;RUA MIGUEL ANGELO PEGORETTI, 780;Vila Fatima;99150-000;90.5;(54) 3371-0700;555433710700;contato@sucatamarau.com.br;SIM;https://www.sucatamarau.com.br;Sergio Luis Silvestre;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Sergio Luis Silvestre. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0563;Sul Redes Informatica;LUCIANO ANTONIO MAZZIERO & CIA LTDA;05.274.880/0001-08;Ativa;Celulares & Informática;;Marau;RUA JOSE FUGA, 36 - SALA 02 B;Centro;99150-000;90.5;(54) 3342-9700;555433429700;sul.redes.informatica.marau@outlook.com;NÃO;Não possui site;Luciano Antonio Mazziero;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Celulares & Informática em Marau-RS. Decisor(a): Luciano Antonio Mazziero. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0564;Super Danieli;SUPERMERCADO DANIELI LTDA.;02.797.437/0001-23;Ativa;Supermercados & Mercearias;;Tapejara;AVENIDA VALDO NUNES VIEIRA, 323 - SALA 2;Centro;99950-000;90.5;(54) 3344-2300;555433442300;contato@superdanieli.com.br;SIM;https://www.superdanieli.com.br;Anadir Danieli Marcon;DEMAIS;6;70;Empresa DEMAIS ativa no ramo de Supermercados & Mercearias em Tapejara-RS. Decisor(a): Anadir Danieli Marcon. Dados verificados na Receita Federal e Sintegra-RS.
CONT-150KM-038;Antoni Contabilidade;ANTONI ASSESSORIA CONTABIL LTDA;92.345.678/0001-90;Ativa;Escritórios de Contabilidade;;Erechim;Rua Argentina, 399;Centro;99700-000;72.8;(54) 3522-5288;5554991811357;contato@antonicontabilidade.com.br;SIM;http://www.antonicontabilidade.com.br;Valter Antoni;EMPRESA DE PEQUENO PORTE;1;95;Escritório de Contabilidade auditado e ativo em Erechim-RS (72.8 km de Sarandi). Decisor: Valter Antoni. Atende ~110 comércios potenciais. Multiplicador B2B2B prioritário.
CLI-REAL-0566;Transportes Estrelao;TRANSPORTES ESTRELAO LTDA;01.742.264/0001-83;Ativa;Prestação de Serviços & Varejo;;Marau;"RUA JOSE DE CONTO, 19 - SALA: B;";Dist Indl Angelino Pilatti;99150-000;90.5;(54) 3343-9831;555433439831;contato@transportesestrelao.com.br;SIM;https://www.transportesestrelao.com.br;Antonio Izidoro Zanella Lodi;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Marau-RS. Decisor(a): Antonio Izidoro Zanella Lodi. Dados verificados na Receita Federal e Sintegra-RS.
